Params,Error
"[43, 0.03264735204975008, 0.29900390603753996, 0.29460852488606404, 0.9008274344632462, 293.20563417725236, 0.8768231606112658, 0.9257338198502107]",name 'ShortCutDesign' is not defined
"[38, 0.6019340850133186, 0.7116161105771682, 0.6984969876923081, 0.692938544673355, 286.71929512602935, 0.9617635760164177, 0.5596892115786021]",name 'ShortCutDesign' is not defined
"[25, 0.49459425447200267, 0.3456175818029941, 0.3847502862412373, 0.6281868660705467, 319.4779141672889, 0.9153052386642356, 0.5351319323701829]",name 'ShortCutDesign' is not defined
"[45, 0.5983490679052055, 0.5158804461392164, 0.06559094837962148, 0.4557209225189973, 277.89840633045173, 0.8586914393864683, 0.7523126914047137]",name 'ShortCutDesign' is not defined
"[19, 0.2494988075014908, 0.4505934734734096, 0.6310378578512271, 0.16009503336122913, 307.0905353789618, 0.19865537575429953, 0.8472282481077202]",name 'ShortCutDesign' is not defined
"[21, 0.6222834904562417, 0.8352357408785264, 0.4353503382051162, 0.9293289480084552, 301.10888413542756, 0.4318832121654149, 0.7272988564565183]",name 'ShortCutDesign' is not defined
"[29, 0.6822838328214714, 0.9189594990667055, 0.5449395399429384, 0.62052049830672, 349.0338287526254, 0.6482291531670751, 0.6359516270573936]",name 'ShortCutDesign' is not defined
"[18, 0.07190619119700484, 0.266857542432734, 0.3872519362775468, 0.6531483188523215, 320.3958766253778, 0.28592837531400705, 0.8544068851063528]",name 'ShortCutDesign' is not defined
"[42, 0.6998197819798825, 0.09408531482036403, 0.19738269477779405, 0.06448053788638931, 341.346915251031, 0.8462060389357307, 0.16561940328267782]",name 'ShortCutDesign' is not defined
"[44, 0.36377515395913773, 0.039861573333513964, 0.6381489774802324, 0.6231902482875702, 275.11380423120147, 0.6358819199021977, 0.6694692547666761]",name 'ShortCutDesign' is not defined
"[29, 0.1653416236941207, 0.10862559124005008, 0.7115904105549679, 0.20041373246917812, 302.96198709469235, 0.24472774379886453, 0.5197341503817958]",name 'ShortCutDesign' is not defined
"[41, 0.2785777184530212, 0.7459566175828058, 0.12727784544514625, 0.6715450021533542, 335.22520300411054, 0.04771226996037282, 0.4360432161413144]",name 'ShortCutDesign' is not defined
"[24, 0.6817279577980709, 0.5080807771239686, 0.9605413432960018, 0.879492214164615, 310.1757945117125, 0.33920249163287397, 0.9605350788555634]",name 'ShortCutDesign' is not defined
"[18, 0.5704237382200295, 0.8973394772651071, 0.8525770710795679, 0.830927199629818, 277.401695147566, 0.7237904259614494, 0.25844143229739047]",name 'ShortCutDesign' is not defined
"[46, 0.8708345202431813, 0.7232176321313044, 0.03262824537055892, 0.384522622891515, 349.53400443940836, 0.7462376166104031, 0.8156544120540979]",name 'ShortCutDesign' is not defined
"[36, 0.6184948579135691, 0.9906302864301716, 0.6727907221113079, 0.1601847298134149, 290.2360468137451, 0.7516092620914244, 0.8171868021298057]",name 'ShortCutDesign' is not defined
"[41, 0.5320069211720355, 0.8387336127358742, 0.6442921560074579, 0.2507826955461258, 312.61196963468143, 0.6477465108193213, 0.7968861378521902]",name 'ShortCutDesign' is not defined
"[18, 0.39513437623454273, 0.4408700687105472, 0.783109128641817, 0.5327255640271178, 328.84007934891844, 0.8949975071479473, 0.7719115048958209]",name 'ShortCutDesign' is not defined
"[21, 0.8936467790779546, 0.1726180093216986, 0.5646804146467819, 0.13605854913873955, 347.8786503783218, 0.8713780291503379, 0.1641995600880184]",name 'ShortCutDesign' is not defined
"[14, 0.14955629875874374, 0.9719961851224399, 0.4463218474857356, 0.48617732619292225, 321.1374141849245, 0.3275982871233701, 0.3460295458670919]",name 'ShortCutDesign' is not defined
"[46, 0.8812915209636903, 0.21080918145718727, 0.9837432605878216, 0.34194535580145363, 301.7306466061829, 0.9379845310852418, 0.8123302154753402]",name 'ShortCutDesign' is not defined
"[45, 0.9393937956004638, 0.4940775495096531, 0.7973065101743302, 0.7725746888419882, 309.57241566298615, 0.954259610771041, 0.26326324636437703]",name 'ShortCutDesign' is not defined
"[28, 0.4288861848273712, 0.6896139965881058, 0.08612323041579678, 0.17177419115193174, 290.9135839921594, 0.7276223677724538, 0.18627859738922112]",name 'ShortCutDesign' is not defined
"[22, 0.22625335542648686, 0.0023687539674235613, 0.10773582578792777, 0.32019516966968314, 282.6098389253076, 0.9253033291518332, 0.5089368209162387]",name 'ShortCutDesign' is not defined
"[16, 0.4515192209313514, 0.5425849580602788, 0.2572897199918242, 0.07694304601088928, 314.44542169068103, 0.8650601956838048, 0.8081348699321328]",name 'ShortCutDesign' is not defined
"[10, 0.8884983120293671, 0.4715089982740842, 0.5787844839841652, 0.4065458877406273, 302.2034053586783, 0.7596707762707016, 0.2514568322768231]",name 'ShortCutDesign' is not defined
"[28, 0.5879286318271483, 0.1984021977214745, 0.12328813584282973, 0.08934374786407752, 275.48051671187295, 0.7303077686918035, 0.22499665797018042]",name 'ShortCutDesign' is not defined
"[47, 0.8311402156318394, 0.968136358512699, 0.378645999844893, 0.8213579372775613, 275.5096026985453, 0.02958147669069341, 0.10061046954351684]",name 'ShortCutDesign' is not defined
"[22, 0.007412205841163225, 0.425462114098303, 0.9850877008467469, 0.12867085250953178, 337.2791279782982, 0.9761427908991573, 0.05998094217670385]",name 'ShortCutDesign' is not defined
"[21, 0.7742198979498607, 0.6542746546622688, 0.005566557698676357, 0.9280118422776594, 310.6993019864323, 0.8940198590232324, 0.16751088292872035]",name 'ShortCutDesign' is not defined
"[13, 0.952466253896473, 0.9549052499428597, 0.30548926213710464, 0.5809434906783046, 330.99716198710934, 0.9860497405758607, 0.8624856102767974]",name 'ShortCutDesign' is not defined
"[43, 0.4857993912398365, 0.43926169603714965, 0.9334075137969016, 0.0837285054852702, 295.89979283751256, 0.25624137479030173, 0.06860373116459123]",name 'ShortCutDesign' is not defined
"[32, 0.9805716100594124, 0.07846887179080887, 0.8471264153690312, 0.6355032371064774, 283.2227796897652, 0.2396322154156516, 0.4121430971546562]",name 'ShortCutDesign' is not defined
"[11, 0.3054896115552842, 0.5210636382526133, 0.500732138615967, 0.08625487610117842, 312.2357777662168, 0.9473265597758576, 0.29217900532927804]",name 'ShortCutDesign' is not defined
"[17, 0.5719788927327583, 0.5061989384466395, 0.6752966118546776, 0.6204567054964854, 344.9921599627354, 0.10271313242552357, 0.796300256122226]",name 'ShortCutDesign' is not defined
"[20, 0.5817899529327811, 0.22677029598896747, 0.7562342089913539, 0.9961421384238721, 312.4462116834748, 0.15925826758858946, 0.0867549792544501]",name 'ShortCutDesign' is not defined
"[33, 0.18024763624343948, 0.22804927204083372, 0.1582052059161895, 0.06339419861561986, 348.77155725651227, 0.5431802027378704, 0.23697675204707794]",name 'ShortCutDesign' is not defined
"[47, 0.6157760332092354, 0.3371342067692588, 0.43428443051578536, 0.17330641130175942, 295.79646003947266, 0.6321044996346007, 0.2106507951918957]",name 'ShortCutDesign' is not defined
"[45, 0.9684307419172783, 0.8648150091005247, 0.24364448870583494, 0.4797493030863456, 274.1402247856468, 0.9500028549618823, 0.13067639973647763]",name 'ShortCutDesign' is not defined
"[26, 0.8386556290958616, 0.7136409052814059, 0.004288273949381903, 0.04999977311717658, 326.1188570401071, 0.6579494597708649, 0.11463307720738487]",name 'ShortCutDesign' is not defined
"[21, 0.34158232593379145, 0.3977157879563884, 0.6331957921720871, 0.7218276102397843, 335.95453460792504, 0.6770265305825203, 0.6230175930666197]",name 'ShortCutDesign' is not defined
"[38, 0.2878277117146315, 0.9496296398477235, 0.9966517749226406, 0.7863499844945537, 335.04071771643174, 0.5556410728671314, 0.4546446920250496]",name 'ShortCutDesign' is not defined
"[41, 0.6595462890017836, 0.5787438248312684, 0.016457647078058864, 0.9148037943228495, 315.8546678442976, 0.9893041341206434, 0.7393203955325879]",name 'ShortCutDesign' is not defined
"[45, 0.35786302270313275, 0.0108015011345144, 0.893901380792946, 0.36433229361070857, 321.63310592599566, 0.8488278122568552, 0.6871288952278479]",name 'ShortCutDesign' is not defined
"[31, 0.525843483448577, 0.8530538326045635, 0.9324623885773135, 0.20722117968074738, 277.5997477796123, 0.17136327219120606, 0.7599465132421099]",name 'ShortCutDesign' is not defined
"[41, 0.38999800396035517, 0.9164010434445684, 0.6311638230912893, 0.1592617723008522, 346.13434857322676, 0.1717177804495818, 0.9477546349874719]",name 'ShortCutDesign' is not defined
"[35, 0.8174002050473824, 0.305716757874873, 0.8148667975599589, 0.17765689773430013, 320.4734257151219, 0.6292503546034978, 0.37562285437293]",name 'ShortCutDesign' is not defined
"[40, 0.9596495384486499, 0.23002111129360772, 0.8255509309205046, 0.4371769800724788, 338.981211492687, 0.7454040459790087, 0.1875562954701823]",name 'ShortCutDesign' is not defined
"[28, 0.1955285673064203, 0.15116652646186882, 0.2271195600054159, 0.5593271702421071, 307.9918443997317, 0.08160214807692528, 0.35013562028558526]",name 'ShortCutDesign' is not defined
"[34, 0.9451007411712234, 0.18223276013472603, 0.902045661678169, 0.6224147752333946, 288.1944202847723, 0.6135175590950882, 0.4004727888234425]",name 'ShortCutDesign' is not defined
"[13, 0.5533618723126986, 0.893768054778317, 0.07802914754850672, 0.3298889086582352, 292.93538898763177, 0.27470349580251735, 0.10871413071778216]",name 'ShortCutDesign' is not defined
"[40, 0.07542395374568511, 0.7197510087375648, 0.2522774869614357, 0.2435894211493437, 285.6093389377326, 0.554639461685691, 0.08405821850229397]",name 'ShortCutDesign' is not defined
"[44, 0.5106709229340345, 0.8331386522915976, 0.7987803058568619, 0.7026558284441974, 299.5490313549303, 0.9446960313977117, 0.5341693916054666]",name 'ShortCutDesign' is not defined
"[46, 0.9159795560060024, 0.9357234626579523, 0.7766790111248949, 0.5529669759557626, 285.45874502905804, 0.8057978382301667, 0.743638255043124]",name 'ShortCutDesign' is not defined
"[42, 0.9015862100932485, 0.9733781228152445, 0.6767636744616056, 0.9840843026269851, 287.95848727680874, 0.2729644488746118, 0.07354622994263241]",name 'ShortCutDesign' is not defined
"[23, 0.6066724987400486, 0.2674286343573612, 0.02152014661125032, 0.9144416989424926, 307.01919796340854, 0.5174752046294067, 0.6533432198976756]",name 'ShortCutDesign' is not defined
"[31, 0.399101985588448, 0.0813489741141527, 0.3147935079678002, 0.4218225326566149, 341.6596287328516, 0.2393109929956241, 0.922355728819029]",name 'ShortCutDesign' is not defined
"[21, 0.24232325469184135, 0.8790781202342032, 0.7814962141203217, 0.3843262959376178, 274.25906668777776, 0.7181504253491791, 0.8909172790472438]",name 'ShortCutDesign' is not defined
"[17, 0.6528125960248741, 0.5292109359722603, 0.012560752183107994, 0.6513536329307072, 287.83295522182107, 0.4616473729775743, 0.5302747111599788]",name 'ShortCutDesign' is not defined
"[37, 0.43740036272530863, 0.41329437988985956, 0.3713314801684624, 0.39113192169351774, 275.67693599801623, 0.1226607620298664, 0.8859889137751559]",name 'ShortCutDesign' is not defined
"[38, 0.7782357134512817, 0.9449381768839857, 0.38631408474929024, 0.743615903082126, 315.4791090795452, 0.01968593400743205, 0.5854381440806237]",name 'ShortCutDesign' is not defined
"[26, 0.06673309687736394, 0.24659101515834397, 0.4902501037134727, 0.47057681026893283, 330.50088562037564, 0.20748399042204563, 0.9599181118343227]",name 'ShortCutDesign' is not defined
"[10, 0.27766860702176077, 0.4582097152757824, 0.015023311108413501, 0.2996020455270454, 305.2773338749625, 0.013811288349180634, 0.48254691105925335]",name 'ShortCutDesign' is not defined
"[10, 0.3601605455523341, 0.5872614706045823, 0.6050396234725004, 0.840100223678681, 347.1725361973493, 0.3625382523481361, 0.23576178589590976]",name 'ShortCutDesign' is not defined
"[22, 0.5618870191363217, 0.8257539278302911, 0.26336014485538534, 0.8163913447007314, 349.50198839675284, 0.59370218726395, 0.475201654632318]",name 'ShortCutDesign' is not defined
"[41, 0.11693735928092552, 0.21212333882601406, 0.734082685658976, 0.5398009915535937, 328.19777269912066, 0.11811411367764937, 0.9472325325482365]",name 'ShortCutDesign' is not defined
"[40, 0.5621016149235112, 0.252489094967517, 0.2640623324925884, 0.5868422433935491, 316.6565715883967, 0.008758195558001912, 0.6414446320201648]",name 'ShortCutDesign' is not defined
"[35, 0.6844595734888088, 0.6167659787646192, 0.9032027896980697, 0.47241547733668837, 340.21430125169843, 0.12594257141507417, 0.4715576194278862]",name 'ShortCutDesign' is not defined
"[41, 0.7875567423705943, 0.6540941298411072, 0.29229889205931586, 0.7633772875214374, 312.76113160180944, 0.750305239850726, 0.08057534757344594]",name 'ShortCutDesign' is not defined
"[39, 0.6461518047805134, 0.9178082547709272, 0.4847056102488149, 0.4097434004385737, 277.575553989679, 0.22909069136354981, 0.687318506605659]",name 'ShortCutDesign' is not defined
"[32, 0.14900391393555756, 0.6676701918475779, 0.2416250920470749, 0.09926871970743963, 320.6122909432377, 0.8049892073390554, 0.6173229925550461]",name 'ShortCutDesign' is not defined
"[22, 0.7960432738928325, 0.5220937374621893, 0.7485105834959491, 0.019627754548031506, 275.65341600213816, 0.17683126264399093, 0.20696680587726987]",name 'ShortCutDesign' is not defined
"[38, 0.178714820962478, 0.23188515710714663, 0.393464492580234, 0.9945419241050147, 328.79594479250363, 0.21911101448365802, 0.732140128542581]",name 'ShortCutDesign' is not defined
"[18, 0.254630132210495, 0.882991998911156, 0.9455195584652415, 0.6321404812928642, 317.47718843024893, 0.8364773374261635, 0.7772620799548182]",name 'ShortCutDesign' is not defined
"[34, 0.4886054622445235, 0.6676865343118233, 0.8718759967371041, 0.2350067688570168, 321.4485096087162, 0.5059007094520293, 0.7032558731207758]",name 'ShortCutDesign' is not defined
"[10, 0.5518679559273694, 0.15250143558726117, 0.6336865896676539, 0.24546744785316799, 345.9445457657074, 0.5378471549932905, 0.9041152397666666]",name 'ShortCutDesign' is not defined
"[12, 0.5651935057140514, 0.3586973112335726, 0.7532435642179793, 0.23179828020413346, 294.4257169818622, 0.6358198517044997, 0.7770357166948737]",name 'ShortCutDesign' is not defined
"[28, 0.7566147230641822, 0.4838262164902044, 0.048289346764605535, 0.22837899148832416, 305.9052038102007, 0.10486769370137004, 0.44198508736518216]",name 'ShortCutDesign' is not defined
"[17, 0.09606673375249523, 0.4963959960617081, 0.09357504136558344, 0.8589087085476046, 329.19040238036035, 0.06051180034070317, 0.6180108302781023]",name 'ShortCutDesign' is not defined
"[41, 0.22885273999154382, 0.3411177879914835, 0.30059554264986926, 0.7508856456513925, 305.5447413806633, 0.4341677974984331, 0.9774717246910307]",name 'ShortCutDesign' is not defined
"[31, 0.7929505065419329, 0.6408076012959248, 0.8157679070538937, 0.6596348971410698, 331.57252998567407, 0.35014285343475143, 0.32934305682920645]",name 'ShortCutDesign' is not defined
"[44, 0.03831751913099718, 0.6099920955342747, 0.01832562090883821, 0.6240255695464866, 323.9718933389671, 0.40866952189210776, 0.4467210321412192]",name 'ShortCutDesign' is not defined
"[11, 0.544719475286355, 0.8877148576450689, 0.11212270513408354, 0.4089633006304566, 296.2736245071484, 0.7658068753165707, 0.07422788610231985]",name 'ShortCutDesign' is not defined
"[48, 0.09907707626453761, 0.37052031840714966, 0.9551068602556296, 0.5249181835653031, 307.5631466097101, 0.256675232295049, 0.6694287552119511]",name 'ShortCutDesign' is not defined
"[16, 0.9084799499833551, 0.35229060497671183, 0.06863341464218006, 0.9627089100386819, 341.2516237888796, 0.17419071842139466, 0.7155196559870239]",name 'ShortCutDesign' is not defined
"[13, 0.7630965730087288, 0.7178550298374071, 0.8479980979809052, 0.6050766222609902, 297.99684947682744, 0.08409754718721837, 0.9128930498352377]",name 'ShortCutDesign' is not defined
"[27, 0.6050423142871053, 0.9536836200870595, 0.36284680399970154, 0.48502738078392843, 340.6709396551022, 0.5544945269137355, 0.33745756733902416]",name 'ShortCutDesign' is not defined
"[31, 0.37574715280977783, 0.4858149859239887, 0.5468576828713897, 0.8271862294345768, 340.01298961856276, 0.9040059689478062, 0.6923092049102099]",name 'ShortCutDesign' is not defined
"[12, 0.20163660980884207, 0.2070385696660923, 0.32778967688091515, 0.21005801812969088, 311.42667201783377, 0.6425456823984567, 0.5558478748644087]",name 'ShortCutDesign' is not defined
"[18, 0.9533969920918626, 0.11869345344382096, 0.13776539682468097, 0.43557447725012355, 329.4496714399958, 0.9704814416853973, 0.9329457136460511]",name 'ShortCutDesign' is not defined
"[18, 0.12323904479327762, 0.9411237443379918, 0.7160753824057204, 0.6613346671891007, 286.8805653341172, 0.6117278519947295, 0.38305069301530237]",name 'ShortCutDesign' is not defined
"[28, 0.04412184611033217, 0.4456308039848481, 0.1138748558112636, 0.4005420773816239, 300.8156587028902, 0.15226546525941406, 0.8582920092524601]",name 'ShortCutDesign' is not defined
"[36, 0.006718706323758482, 0.8449348367415875, 0.8682463614411154, 0.02432283708733972, 338.42962999601156, 0.7459535651135133, 0.48054624596784085]",name 'ShortCutDesign' is not defined
"[28, 0.149639208583966, 0.29534541067049574, 0.4192014414471129, 0.4621675909229593, 317.6010416862222, 0.8093674477981366, 0.9443310873938708]",name 'ShortCutDesign' is not defined
"[43, 0.7903353711179825, 0.11443711588151272, 0.2644635584079452, 0.9911630972793475, 316.7972341218368, 0.161848596742141, 0.9544944885886141]",name 'ShortCutDesign' is not defined
"[14, 0.6678867334873566, 0.13028769531245554, 0.2824303967498959, 0.4931272054849089, 333.936099476828, 0.8878984710581377, 0.6682189454854045]",name 'ShortCutDesign' is not defined
"[40, 0.6127013577031618, 0.32287677884044663, 0.34488847199384554, 0.06835669334846696, 273.287684207967, 0.6276823340765895, 0.46811086154127035]",name 'ShortCutDesign' is not defined
"[46, 0.6575345624987584, 0.9839473385638454, 0.47468438624659404, 0.43132248424170566, 279.0607760645999, 0.24209298974711785, 0.27351628201480954]",name 'ShortCutDesign' is not defined
"[36, 0.2710617275554816, 0.02222168082108341, 0.5773413593242576, 0.6977665338991019, 335.6743479738613, 0.5534352525406139, 0.012391735364310402]",name 'ShortCutDesign' is not defined
"[10, 0.18574510579180037, 0.97011948476615, 0.5495513258947884, 0.060824668739604335, 321.26624326510176, 0.8575184370223614, 0.3953935811765567]",name 'ShortCutDesign' is not defined
"[25, 0.5814926463997511, 0.4296605405283319, 0.760140309526144, 0.9115056583849686, 274.1189661690368, 0.9527404231780565, 0.11042966092484754]",name 'ShortCutDesign' is not defined
"[49, 0.1418202340321755, 0.5158002325219515, 0.43047911464231337, 0.16171345666247514, 348.2521769858133, 0.10803221792486757, 0.06494772357133952]",name 'ShortCutDesign' is not defined
"[47, 0.9531496751138103, 0.2524139388947333, 0.5631396601363265, 0.30797245647381966, 279.6974215660999, 0.7793439830760347, 0.31780166830591466]",name 'ShortCutDesign' is not defined
"[37, 0.4613421667724101, 0.9147744806455238, 0.23214758504728222, 0.6910879426054731, 317.7935291644674, 0.03117974956088978, 0.9746757666727961]",name 'ShortCutDesign' is not defined
"[44, 0.8356764759598442, 0.17844556330519298, 0.7999777350941849, 0.5780578042059891, 285.8592161452354, 0.2652873178842696, 0.7216451955649272]",name 'ShortCutDesign' is not defined
"[11, 0.7851581855087106, 0.1682203027726871, 0.6960681442633483, 0.21625993460596543, 329.19369825682804, 0.9132448602426337, 0.062328164061021665]",name 'ShortCutDesign' is not defined
"[31, 0.23212008100802675, 0.7227361058466781, 0.3100595830488597, 0.5161428496543281, 275.86886074798053, 0.016493060972372874, 0.009547706704105992]",name 'ShortCutDesign' is not defined
"[28, 0.6826642058731883, 0.790816446874878, 0.17882003423282666, 0.14789075516665026, 299.7521100039595, 0.635952373152517, 0.32173504764766286]",name 'ShortCutDesign' is not defined
"[24, 0.27261029258595754, 0.5026625315032074, 0.3537910885457514, 0.055833725835864136, 338.56524143587467, 0.4362026431323966, 0.13794676276124052]",name 'ShortCutDesign' is not defined
"[33, 0.3739142690604009, 0.7524189947072946, 0.7890304864961682, 0.20894682677765103, 284.9087123498812, 0.24317458692871854, 0.5139691797074213]",name 'ShortCutDesign' is not defined
"[32, 0.716493122878505, 0.04856553325934212, 0.4986684374636365, 0.16414683302538352, 276.02590468166864, 0.7132618831244661, 0.4611189869836277]",name 'ShortCutDesign' is not defined
"[11, 0.4906794553008124, 0.02170021940213139, 0.5124892373356762, 0.4691849015669675, 301.0215144031534, 0.47894560265271663, 0.5222134634511545]",name 'ShortCutDesign' is not defined
"[22, 0.2237110731996737, 0.4875057555061305, 0.696778100450115, 0.9451135102555145, 298.6043105409874, 0.0977778989664505, 0.64296724145309]",name 'ShortCutDesign' is not defined
"[39, 0.5106725244939253, 0.6380778442822964, 0.19866346923647046, 0.5431449321325219, 274.147879651601, 0.19254349279178545, 0.5880892129333601]",name 'ShortCutDesign' is not defined
"[26, 0.615241076697336, 0.5517643621017975, 0.1498358721880948, 0.45120133795081596, 335.0623746184484, 0.21015581452805612, 0.12699423369036425]",name 'ShortCutDesign' is not defined
"[15, 0.8282678653308526, 0.9078522447718019, 0.07043971060433102, 0.497118404076787, 321.4637215993452, 0.04722017407434413, 0.27955827838913083]",name 'ShortCutDesign' is not defined
"[38, 0.10990789758519733, 0.12187129158346972, 0.9012363150251024, 0.20825156078877866, 323.22313152949863, 0.2040560289618931, 0.2818228411053336]",name 'ShortCutDesign' is not defined
"[11, 0.34588982208655844, 0.08622446033034031, 0.35234714804508016, 0.8905797713786358, 314.9800973474048, 0.10687171722915288, 0.4913997346484827]",name 'ShortCutDesign' is not defined
"[34, 0.9996292073935509, 0.15617730937171434, 0.28269848789587704, 0.8815557631008302, 302.2689491801149, 0.02909995947066555, 0.575555225455608]",name 'ShortCutDesign' is not defined
"[21, 0.1282567156767069, 0.6440470945692502, 0.860977782599256, 0.5607326607700718, 317.2097490597488, 0.724978804710214, 0.36226245018497866]",name 'ShortCutDesign' is not defined
"[23, 0.2741745716673778, 0.928446554918463, 0.16484345882570406, 0.972780076503274, 321.7183850934351, 0.6096560127806172, 0.6910291934158933]",name 'ShortCutDesign' is not defined
"[16, 0.29341920452705983, 0.594460174702547, 0.3927285575516324, 0.05333910210692002, 324.5041629349311, 0.0734868339162338, 0.5642602657158411]",name 'ShortCutDesign' is not defined
"[41, 0.7292943707787476, 0.6418268940693774, 0.096393141602641, 0.16091235458988884, 287.85719189766553, 0.4775812602183325, 0.7015558215361501]",name 'ShortCutDesign' is not defined
"[22, 0.5603422425887926, 0.4893229651070137, 0.909944251761011, 0.3482282551727066, 316.96215615071077, 0.05067289581804336, 0.547754012294553]",name 'ShortCutDesign' is not defined
"[43, 0.06437076667668765, 0.9683952376753066, 0.43643634585570024, 0.5064505232502536, 292.84721595044914, 0.49248247016159097, 0.573708352461527]",name 'ShortCutDesign' is not defined
"[13, 0.6151265491871195, 0.39381765185531753, 0.4731137505874903, 0.1379166585778791, 342.8533402082832, 0.9579542547728063, 0.45123965501170765]",name 'ShortCutDesign' is not defined
"[30, 0.5002008992784265, 0.36392467402499534, 0.16085566960750258, 0.509599578016171, 277.5538696452239, 0.604650531204107, 0.8839244200207669]",name 'ShortCutDesign' is not defined
"[38, 0.0847577223992356, 0.8986649645387493, 0.9153312655172863, 0.746985883203557, 291.3621693202938, 0.4037347739918045, 0.705143986682939]",name 'ShortCutDesign' is not defined
"[43, 0.6973527247241889, 0.8744301140224207, 0.9440279259878659, 0.2831290073854211, 343.95153605575376, 0.9780901202982459, 0.11258777389372508]",name 'ShortCutDesign' is not defined
"[17, 0.21666315091490057, 0.2668406925757336, 0.9665251403834805, 0.274720013620761, 289.4043173611591, 0.03251685853020679, 0.9780017470544313]",name 'ShortCutDesign' is not defined
"[40, 0.1546237090806465, 0.8813118264905166, 0.60320457141061, 0.061515959654340036, 289.3220628305176, 0.13573365490747802, 0.9567147849306823]",name 'ShortCutDesign' is not defined
"[30, 0.43835903384606034, 0.7566625115826895, 0.6504660104543492, 0.5675361264315861, 318.50448268059887, 0.7549828504848238, 0.6174512937354452]",name 'ShortCutDesign' is not defined
"[29, 0.1935748449370328, 0.8664616816112949, 0.03823413036673016, 0.7011646145919055, 274.9144631771956, 0.769139248736574, 0.6336171183067869]",name 'ShortCutDesign' is not defined
"[21, 0.8184318994393218, 0.48776788273825816, 0.9541985855609832, 0.80014814834676, 329.6435972921795, 0.7143058955428657, 0.1452894488472193]",name 'ShortCutDesign' is not defined
"[43, 0.9308963610680135, 0.27310860891884775, 0.8440416105838804, 0.07424506387384723, 289.8247695925828, 0.21915062431767945, 0.8354926644983973]",name 'ShortCutDesign' is not defined
"[34, 0.4938732995815321, 0.5891706477089242, 0.6190928786565582, 0.2610145915540256, 302.9257471589237, 0.42606653156877683, 0.7332046103748271]",name 'ShortCutDesign' is not defined
"[44, 0.2674359237605261, 0.8535666692764122, 0.9992328119907197, 0.7116265899230692, 333.2307543112098, 0.8769577753123031, 0.31177724254645234]",name 'ShortCutDesign' is not defined
"[39, 0.3999937295223761, 0.32652409728081105, 0.884082410929149, 0.6741906361340937, 314.575816156138, 0.32630394902465937, 0.9683722689256173]",name 'ShortCutDesign' is not defined
"[24, 0.517237857442838, 0.1063414224165951, 0.836049048299275, 0.29157531900436073, 281.6193562004675, 0.04896091906980102, 0.16191852672884022]",name 'ShortCutDesign' is not defined
"[25, 0.004529649002454314, 0.46658898769602347, 0.09278505840352322, 0.039528409624396334, 323.1044304082114, 0.8232952439575659, 0.5050186224149045]",name 'ShortCutDesign' is not defined
"[32, 0.22528170739403705, 0.9346945386764917, 0.988544780374872, 0.8910249422076145, 301.6744515413691, 0.7428000410624246, 0.4176146389646643]",name 'ShortCutDesign' is not defined
"[30, 0.7630466921920231, 0.1473773250160414, 0.3656525126255778, 0.003042085752720846, 320.4261699318745, 0.24441282791547836, 0.8506218041233461]",name 'ShortCutDesign' is not defined
"[24, 0.7356479661472021, 0.9966698661797774, 0.6280977595181955, 0.9357116178222242, 319.33788768479116, 0.5298768130105662, 0.11510674861469063]",name 'ShortCutDesign' is not defined
"[14, 0.0033022281809669176, 0.9864628405643147, 0.9936162684735225, 0.46879619708570863, 348.6908609099023, 0.4675680395421414, 0.3773298188637428]",name 'ShortCutDesign' is not defined
"[34, 0.3921893998400915, 0.6670372500902473, 0.7961574692721175, 0.8236197793474649, 348.9074710886477, 0.7394386776310214, 0.5530812439659976]",name 'ShortCutDesign' is not defined
"[19, 0.5882435059465498, 0.7182108611084657, 0.13770399304067432, 0.7806446228705618, 310.89595311842453, 0.48829956363053556, 0.08252054064368125]",name 'ShortCutDesign' is not defined
"[19, 0.660193166949673, 0.23644319118836685, 0.30666093702630837, 0.10226107091789609, 303.56453070843395, 0.258695783245726, 0.5617743537299252]",name 'ShortCutDesign' is not defined
"[20, 0.13153456263357927, 0.5599940660038383, 0.19404812370457272, 0.3107412998394253, 280.21066181650247, 0.48138570270120196, 0.9543046785427257]",name 'ShortCutDesign' is not defined
"[46, 0.39629799389250797, 0.5610791678099671, 0.6535232429520414, 0.7628936782434055, 302.07113743225176, 0.03846313966895207, 0.15214524210227917]",name 'ShortCutDesign' is not defined
"[21, 0.8433705736415631, 0.7959150742561372, 0.24029342361106065, 0.5639713364192339, 342.86099473087427, 0.22463267574781012, 0.5004982388255403]",name 'ShortCutDesign' is not defined
"[26, 0.13047755247273188, 0.5360249520710586, 0.5851827837688284, 0.9893266107519655, 276.9457590999807, 0.3045585178377021, 0.5905439542714511]",name 'ShortCutDesign' is not defined
"[30, 0.9683349235690019, 0.9555613368734263, 0.5085749214270099, 0.9250556563075927, 293.6027041552391, 0.1736709470284887, 0.4907230602300485]",name 'ShortCutDesign' is not defined
"[28, 0.6502139488262688, 0.5258613759620094, 0.41659462703341693, 0.7341286359743903, 284.4333872487597, 0.9416453466012884, 0.39216193041980146]",name 'ShortCutDesign' is not defined
"[26, 0.47912926039768466, 0.8081697326498553, 0.5632406298711917, 0.8929223208930046, 301.31354169050695, 0.7075020729180116, 0.7194356397509157]",name 'ShortCutDesign' is not defined
